teamId,abbreviation,displayName,slug,seasonType,eventId,teamOrder,possessionPct,foulsCommitted,yellowCards,redCards,offsides,wonCorners,saves,totalShots,shotsOnTarget,shotPct,penaltyKickGoals,penaltyKickShots,accuratePasses,totalPasses,passPct,accurateCrosses,totalCrosses,crossPct,totalLongBalls,accurateLongBalls,longballPct,blockedShots,effectiveTackles,totalTackles,tacklePct,interceptions,effectiveClearance,totalClearance,updateTime,precision_tiro,aprovechamiento_posesion,aprovechamiento_posesion_peligroso,peligrosidad_centros,precision_centros,limpieza_defensiva,limpieza_defensiva_completa,efectividad_despeje,indice_verticalidad,verticalidad_efectiva,precision_verticalidad,intensidad_circulacion,intensidad_circulacion_precisa
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704362,1,35.6,9.0,3.0,0.0,1.0,7.0,0.0,20.0,5.0,0.3,0.0,0.0,231.0,305.0,0.8,1.0,21.0,0.0,60.0,28.0,0.5,6.0,11.0,19.0,0.6,10.0,30.0,30.0,2024-10-26 13:50:23,25.0,0.5617977528089887,0.14044943820224717,0.00014285714285714284,4.761904761904762,52.63157894736842,70.0,100.0,19.672131147540984,9.180327868852459,46.666666666666664,8.567415730337078,6.48876404494382
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704371,0,53.4,7.0,1.0,0.0,1.0,11.0,1.0,19.0,6.0,0.3,0.0,0.0,378.0,446.0,0.8,3.0,20.0,0.2,46.0,24.0,0.5,3.0,12.0,18.0,0.7,6.0,21.0,21.0,2024-11-03 13:39:59,31.57894736842105,0.3558052434456929,0.11235955056179775,0.00045,15.0,46.15384615384615,72.0,100.0,10.31390134529148,5.381165919282512,52.17391304347826,8.352059925093632,7.078651685393258
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704387,0,43.7,13.0,1.0,0.0,3.0,4.0,3.0,9.0,3.0,0.3,0.0,0.0,299.0,383.0,0.8,5.0,23.0,0.2,53.0,23.0,0.4,3.0,19.0,29.0,0.7,7.0,28.0,28.0,2024-11-11 06:17:44,33.33333333333333,0.20594965675057206,0.06864988558352403,0.0006521739130434782,21.73913043478261,35.0,66.66666666666666,100.0,13.838120104438643,6.005221932114883,43.39622641509434,8.764302059496567,6.842105263157895
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704393,1,33.9,11.0,2.0,0.0,2.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,240.0,295.0,0.8,7.0,18.0,0.4,43.0,20.0,0.5,2.0,10.0,16.0,0.6,10.0,24.0,24.0,2024-11-24 15:57:29,0.0,0.20648967551622419,0.0,0.0,38.88888888888889,47.61904761904761,64.51612903225806,100.0,14.576271186440678,6.779661016949152,46.51162790697674,8.702064896755163,7.079646017699115
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704399,0,44.7,5.0,1.0,0.0,3.0,8.0,2.0,12.0,5.0,0.4,1.0,1.0,238.0,310.0,0.8,7.0,20.0,0.4,40.0,16.0,0.4,2.0,12.0,20.0,0.6,8.0,22.0,22.0,2024-12-01 06:00:01,41.66666666666667,0.2684563758389262,0.11185682326621924,0.0013999999999999998,35.0,61.53846153846154,80.0,100.0,12.903225806451612,5.161290322580645,40.0,6.935123042505593,5.324384787472035
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704416,1,33.4,15.0,4.0,0.0,2.0,2.0,3.0,12.0,3.0,0.3,0.0,0.0,230.0,288.0,0.8,3.0,13.0,0.2,34.0,13.0,0.4,2.0,16.0,24.0,0.7,14.0,18.0,18.0,2024-12-06 05:57:16,25.0,0.3592814371257485,0.08982035928143713,0.0006923076923076924,23.076923076923077,48.275862068965516,66.66666666666666,100.0,11.805555555555555,4.513888888888888,38.23529411764706,8.622754491017965,6.88622754491018
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704419,1,28.7,13.0,2.0,0.0,1.0,3.0,5.0,11.0,3.0,0.3,0.0,0.0,158.0,242.0,0.7,4.0,7.0,0.6,46.0,12.0,0.3,4.0,8.0,16.0,0.5,8.0,31.0,31.0,2024-12-10 05:55:59,27.27272727272727,0.3832752613240418,0.10452961672473868,0.001714285714285714,57.14285714285714,38.095238095238095,55.172413793103445,100.0,19.00826446280992,4.958677685950414,26.08695652173913,8.43205574912892,5.505226480836237
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704436,0,50.3,12.0,0.0,0.0,2.0,4.0,1.0,17.0,6.0,0.4,0.0,0.0,431.0,472.0,0.9,5.0,21.0,0.2,33.0,21.0,0.6,5.0,14.0,19.0,0.7,8.0,24.0,24.0,2024-12-15 05:56:47,35.294117647058826,0.33797216699801197,0.11928429423459246,0.0009523809523809524,23.809523809523807,40.0,64.70588235294117,100.0,6.991525423728813,4.4491525423728815,63.63636363636363,9.383697813121273,8.568588469184892
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704445,1,35.6,14.0,4.0,0.0,3.0,5.0,3.0,10.0,6.0,0.6,0.0,0.0,236.0,303.0,0.8,1.0,14.0,0.1,51.0,22.0,0.4,1.0,9.0,20.0,0.5,18.0,49.0,49.0,2024-12-22 05:54:10,60.0,0.28089887640449435,0.16853932584269662,0.0004285714285714285,7.142857142857142,56.25,65.85365853658537,100.0,16.831683168316832,7.2607260726072615,43.13725490196079,8.51123595505618,6.629213483146067
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704453,0,29.6,12.0,3.0,0.0,4.0,2.0,4.0,10.0,3.0,0.3,0.0,0.0,191.0,261.0,0.7,1.0,6.0,0.2,50.0,19.0,0.4,2.0,13.0,21.0,0.6,10.0,32.0,32.0,2024-12-27 05:48:38,30.0,0.33783783783783783,0.10135135135135134,0.0005,16.666666666666664,45.45454545454545,65.71428571428571,100.0,19.157088122605366,7.2796934865900385,38.0,8.817567567567567,6.452702702702703
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704465,1,36.3,10.0,1.0,0.0,2.0,4.0,2.0,11.0,7.0,0.6,0.0,0.0,196.0,288.0,0.7,1.0,8.0,0.1,70.0,22.0,0.3,0.0,13.0,18.0,0.7,10.0,39.0,39.0,2024-12-30 05:52:42,63.63636363636363,0.30303030303030304,0.1928374655647383,0.00075,12.5,50.0,69.6969696969697,100.0,24.305555555555554,7.638888888888889,31.428571428571427,7.933884297520661,5.3994490358126725
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704476,1,39.2,8.0,2.0,0.0,4.0,3.0,5.0,11.0,3.0,0.3,0.0,0.0,286.0,361.0,0.8,2.0,10.0,0.2,50.0,21.0,0.4,2.0,12.0,18.0,0.7,10.0,35.0,35.0,2025-01-08 05:41:48,27.27272727272727,0.28061224489795916,0.07653061224489795,0.0006,20.0,55.55555555555556,73.33333333333333,100.0,13.850415512465375,5.8171745152354575,42.0,9.209183673469386,7.295918367346938
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704484,0,29.0,7.0,2.0,0.0,2.0,0.0,5.0,6.0,3.0,0.5,0.0,0.0,159.0,235.0,0.7,0.0,9.0,0.0,62.0,23.0,0.4,2.0,15.0,20.0,0.8,9.0,58.0,58.0,2025-01-15 05:36:16,50.0,0.20689655172413793,0.10344827586206896,0.0,0.0,56.25,77.41935483870968,100.0,26.382978723404253,9.787234042553191,37.096774193548384,8.10344827586207,5.482758620689655
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704492,0,44.5,4.0,0.0,0.0,3.0,2.0,1.0,14.0,5.0,0.4,0.0,0.0,318.0,386.0,0.8,5.0,18.0,0.3,50.0,25.0,0.5,2.0,11.0,19.0,0.6,8.0,21.0,21.0,2025-01-20 14:35:18,35.714285714285715,0.3146067415730337,0.11235955056179775,0.0011111111111111111,27.77777777777778,66.66666666666666,82.6086956521739,100.0,12.953367875647666,6.476683937823833,50.0,8.674157303370787,7.146067415730337
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704507,1,49.0,12.0,3.0,0.0,2.0,9.0,5.0,18.0,4.0,0.2,0.0,0.0,253.0,338.0,0.7,6.0,23.0,0.3,44.0,19.0,0.4,5.0,6.0,11.0,0.5,5.0,24.0,24.0,2025-01-26 05:40:34,22.22222222222222,0.3673469387755102,0.08163265306122448,0.0005217391304347827,26.08695652173913,29.411764705882355,47.82608695652174,100.0,13.017751479289942,5.621301775147929,43.18181818181818,6.8979591836734695,5.163265306122449
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704518,0,37.4,8.0,1.0,0.0,1.0,4.0,6.0,14.0,9.0,0.6,1.0,1.0,256.0,326.0,0.8,4.0,10.0,0.4,50.0,26.0,0.5,1.0,15.0,21.0,0.7,7.0,38.0,38.0,2025-02-02 14:50:29,64.28571428571429,0.37433155080213903,0.24064171122994654,0.0024,40.0,46.666666666666664,73.33333333333333,100.0,15.337423312883436,7.975460122699387,52.0,8.716577540106952,6.8449197860962565
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704519,1,44.5,8.0,0.0,0.0,1.0,4.0,8.0,8.0,2.0,0.3,0.0,0.0,343.0,404.0,0.8,4.0,18.0,0.2,49.0,25.0,0.5,3.0,7.0,10.0,0.7,8.0,30.0,30.0,2025-02-16 05:49:53,25.0,0.1797752808988764,0.0449438202247191,0.0006666666666666666,22.22222222222222,50.0,65.21739130434783,100.0,12.128712871287128,6.188118811881188,51.02040816326531,9.07865168539326,7.707865168539326
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704533,1,42.9,13.0,4.0,0.0,0.0,6.0,1.0,17.0,5.0,0.3,0.0,0.0,253.0,345.0,0.7,8.0,20.0,0.4,50.0,12.0,0.2,7.0,20.0,28.0,0.7,3.0,25.0,25.0,2025-02-24 05:52:05,29.411764705882355,0.3962703962703963,0.11655011655011656,0.0012,40.0,18.75,63.888888888888886,100.0,14.492753623188406,3.4782608695652173,24.0,8.041958041958042,5.897435897435898
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704541,0,34.9,10.0,1.0,0.0,1.0,3.0,1.0,6.0,2.0,0.3,0.0,0.0,199.0,268.0,0.7,4.0,18.0,0.2,47.0,19.0,0.4,3.0,10.0,18.0,0.6,8.0,31.0,31.0,2025-02-28 05:53:14,33.33333333333333,0.17191977077363899,0.05730659025787966,0.0006666666666666666,22.22222222222222,44.44444444444444,64.28571428571429,100.0,17.537313432835823,7.08955223880597,40.42553191489361,7.679083094555875,5.702005730659026
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704554,0,30.9,9.0,3.0,0.0,1.0,3.0,3.0,9.0,4.0,0.4,0.0,0.0,208.0,261.0,0.8,7.0,18.0,0.4,46.0,17.0,0.4,2.0,8.0,17.0,0.5,5.0,25.0,25.0,2025-03-09 05:48:56,44.44444444444444,0.29126213592233013,0.12944983818770228,0.0015555555555555557,38.88888888888889,35.714285714285715,59.09090909090909,100.0,17.624521072796934,6.513409961685824,36.95652173913043,8.446601941747574,6.731391585760518
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704568,1,44.3,13.0,1.0,0.0,1.0,3.0,1.0,11.0,6.0,0.5,0.0,0.0,280.0,356.0,0.8,1.0,11.0,0.1,58.0,21.0,0.4,1.0,11.0,15.0,0.7,3.0,33.0,33.0,2025-03-16 04:51:22,54.54545454545454,0.24830699774266368,0.13544018058690746,0.00045454545454545455,9.090909090909092,18.75,51.85185185185185,100.0,16.292134831460675,5.8988764044943816,36.206896551724135,8.036117381489843,6.320541760722348
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704569,0,31.8,5.0,1.0,0.0,1.0,3.0,5.0,8.0,2.0,0.3,0.0,0.0,227.0,310.0,0.7,3.0,11.0,0.3,52.0,17.0,0.3,2.0,7.0,16.0,0.4,6.0,42.0,42.0,2025-04-02 04:55:51,25.0,0.25157232704402516,0.06289308176100629,0.000818181818181818,27.27272727272727,54.54545454545454,72.22222222222221,100.0,16.7741935483871,5.483870967741936,32.69230769230769,9.748427672955975,7.138364779874213
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704580,1,47.9,15.0,2.0,0.0,5.0,4.0,6.0,19.0,3.0,0.2,0.0,0.0,327.0,389.0,0.8,3.0,17.0,0.2,43.0,19.0,0.4,2.0,12.0,21.0,0.6,9.0,20.0,20.0,2025-04-06 04:54:38,15.789473684210526,0.3966597077244259,0.06263048016701461,0.0003529411764705883,17.647058823529413,37.5,58.333333333333336,100.0,11.053984575835475,4.884318766066838,44.18604651162791,8.121085594989562,6.826722338204593
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704589,0,42.4,9.0,0.0,0.0,2.0,1.0,4.0,10.0,5.0,0.5,0.0,0.0,249.0,333.0,0.7,4.0,12.0,0.3,47.0,10.0,0.2,3.0,9.0,15.0,0.6,5.0,43.0,43.0,2025-04-14 05:15:01,50.0,0.2358490566037736,0.1179245283018868,0.0016666666666666666,33.33333333333333,35.714285714285715,60.86956521739131,100.0,14.114114114114114,3.003003003003003,21.27659574468085,7.85377358490566,5.872641509433962
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704599,1,30.0,12.0,4.0,0.0,3.0,1.0,4.0,4.0,3.0,0.8,0.0,0.0,165.0,243.0,0.7,1.0,5.0,0.2,66.0,24.0,0.4,0.0,17.0,30.0,0.6,9.0,54.0,54.0,2025-04-23 05:00:03,75.0,0.13333333333333333,0.1,0.0016000000000000003,20.0,42.857142857142854,68.42105263157895,100.0,27.160493827160494,9.876543209876543,36.36363636363637,8.1,5.5
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704616,0,54.6,10.0,3.0,0.0,4.0,4.0,1.0,14.0,5.0,0.4,0.0,0.0,306.0,381.0,0.8,5.0,28.0,0.2,50.0,26.0,0.5,5.0,4.0,8.0,0.5,8.0,32.0,32.0,2025-05-03 04:52:20,35.714285714285715,0.2564102564102564,0.09157509157509157,0.0007142857142857144,17.857142857142858,44.44444444444444,54.54545454545454,100.0,13.123359580052494,6.824146981627297,52.0,6.978021978021978,5.604395604395604
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704624,1,50.7,15.0,8.0,0.0,1.0,4.0,2.0,12.0,4.0,0.3,0.0,0.0,337.0,410.0,0.8,4.0,16.0,0.3,49.0,24.0,0.5,6.0,6.0,13.0,0.5,10.0,54.0,54.0,2025-05-07 04:53:55,33.33333333333333,0.23668639053254437,0.07889546351084813,0.00075,25.0,40.0,51.61290322580645,100.0,11.951219512195122,5.853658536585367,48.97959183673469,8.086785009861932,6.646942800788954
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704635,0,55.7,11.0,3.0,0.0,1.0,4.0,4.0,15.0,4.0,0.3,0.0,0.0,368.0,433.0,0.9,8.0,27.0,0.3,32.0,16.0,0.5,5.0,8.0,17.0,0.5,4.0,25.0,25.0,2025-05-12 04:49:54,26.666666666666668,0.26929982046678635,0.0718132854578097,0.0008888888888888888,29.629629629629626,26.666666666666668,52.17391304347826,100.0,7.390300230946882,3.695150115473441,50.0,7.773788150807899,6.6068222621184916
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704648,1,39.3,7.0,3.0,0.0,2.0,7.0,4.0,10.0,5.0,0.5,0.0,0.0,256.0,326.0,0.8,6.0,21.0,0.3,47.0,19.0,0.4,3.0,19.0,33.0,0.6,17.0,43.0,43.0,2025-05-19 04:54:17,50.0,0.2544529262086514,0.1272264631043257,0.0014285714285714286,28.57142857142857,70.83333333333334,83.72093023255815,100.0,14.417177914110429,5.828220858895705,40.42553191489361,8.295165394402035,6.513994910941476
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704655,0,51.8,10.0,2.0,0.0,5.0,7.0,1.0,10.0,2.0,0.2,0.0,0.0,352.0,420.0,0.8,7.0,33.0,0.2,49.0,21.0,0.4,4.0,9.0,14.0,0.6,3.0,22.0,22.0,2025-05-26 04:52:38,20.0,0.19305019305019305,0.03861003861003861,0.00042424242424242425,21.21212121212121,23.076923076923077,54.54545454545454,100.0,11.666666666666666,5.0,42.857142857142854,8.108108108108109,6.795366795366796
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706787,0,57.9,12.0,1.0,0.0,0.0,4.0,2.0,13.0,5.0,0.4,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,2.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-10-14 06:59:34,38.46153846153847,0.22452504317789293,0.08635578583765112,0.0,0.0,60.0,70.73170731707317,100.0,11.407766990291263,5.339805825242718,46.808510638297875,7.115716753022452,5.975820379965458
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706795,1,54.0,11.0,1.0,0.0,0.0,3.0,5.0,5.0,1.0,0.2,1.0,1.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,1.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-09-03 04:09:58,20.0,0.09259259259259259,0.018518518518518517,0.0,0.0,62.06896551724138,72.5,100.0,11.407766990291263,5.339805825242718,46.808510638297875,7.62962962962963,6.407407407407407
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706805,0,38.6,11.0,0.0,1.0,0.0,4.0,3.0,6.0,2.0,0.3,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,1.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-09-02 04:19:44,33.33333333333333,0.15544041450777202,0.05181347150259067,0.0,0.0,62.06896551724138,72.5,100.0,11.407766990291263,5.339805825242718,46.808510638297875,10.673575129533678,8.963730569948186
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706813,0,53.6,12.0,2.0,0.0,0.0,3.0,2.0,8.0,2.0,0.3,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,3.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-09-18 04:14:55,25.0,0.14925373134328357,0.03731343283582089,0.0,0.0,60.0,70.73170731707317,100.0,11.407766990291263,5.339805825242718,46.808510638297875,7.686567164179104,6.455223880597015
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706820,1,64.0,15.0,1.0,0.0,0.0,8.0,3.0,15.0,3.0,0.2,0.0,1.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,3.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-10-14 06:59:34,20.0,0.234375,0.046875,0.0,0.0,54.54545454545454,65.9090909090909,100.0,11.407766990291263,5.339805825242718,46.808510638297875,6.4375,5.40625
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706832,0,50.8,15.0,2.0,0.0,0.0,6.0,3.0,11.0,4.0,0.4,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,4.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-10-14 06:59:34,36.36363636363637,0.21653543307086615,0.07874015748031496,0.0,0.0,54.54545454545454,65.9090909090909,100.0,11.407766990291263,5.339805825242718,46.808510638297875,8.11023622047244,6.811023622047244
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706841,1,57.2,11.0,1.0,1.0,0.0,8.0,2.0,7.0,3.0,0.4,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,0.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-10-14 06:59:34,42.857142857142854,0.12237762237762237,0.05244755244755245,0.0,0.0,62.06896551724138,72.5,100.0,11.407766990291263,5.339805825242718,46.808510638297875,7.2027972027972025,6.048951048951048
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706850,0,34.9,7.0,4.0,0.0,0.0,3.0,6.0,9.0,6.0,0.7,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,0.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-10-14 06:59:34,66.66666666666666,0.25787965616045844,0.17191977077363899,0.0,0.0,72.0,80.55555555555556,100.0,11.407766990291263,5.339805825242718,46.808510638297875,11.80515759312321,9.914040114613181
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706857,1,40.4,12.0,2.0,1.0,0.0,5.0,4.0,6.0,2.0,0.3,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,3.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-10-20 11:04:39,33.33333333333333,0.1485148514851485,0.04950495049504951,0.0,0.0,60.0,70.73170731707317,100.0,11.407766990291263,5.339805825242718,46.808510638297875,10.198019801980198,8.564356435643564
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706868,0,58.4,14.0,2.0,0.0,0.0,4.0,2.0,10.0,2.0,0.2,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,4.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-10-27 05:16:31,20.0,0.17123287671232876,0.03424657534246575,0.0,0.0,56.25,67.44186046511628,100.0,11.407766990291263,5.339805825242718,46.808510638297875,7.054794520547945,5.924657534246576
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706879,1,54.7,9.0,2.0,0.0,0.0,4.0,3.0,9.0,4.0,0.4,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,2.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-10-31 05:20:32,44.44444444444444,0.16453382084095064,0.07312614259597806,0.0,0.0,66.66666666666666,76.31578947368422,100.0,11.407766990291263,5.339805825242718,46.808510638297875,7.53199268738574,6.325411334552102
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706891,0,43.7,9.0,3.0,0.0,0.0,2.0,1.0,12.0,4.0,0.3,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,4.0,11.0,0.0,0.8,18.0,32.0,32.0,2025-04-05 08:30:15,33.33333333333333,0.2745995423340961,0.09153318077803203,0.0,0.0,66.66666666666666,76.31578947368422,100.0,11.407766990291263,5.339805825242718,46.808510638297875,9.427917620137299,7.917620137299771
